id_penjualan,id_invoice,tanggal,id_barang,nama_barang,harga,unit,jumlah_barang,total_harga_per_barang,mata_uang,kode_barang,brand_id,id_customer,nama_customer,cabang_sales,id_distributor,group_category
IN6228_BRG0009,IN6228,2022-1-27,BRG0009,"AMBROXOL HC","5780,7",DUS,12,69360,IDR,BRG0009,BRND009,CUST55508,"APOTEK MAJA",Kuningan,TD,Apotek
IN6199_BRG0010,IN6199,2022-1-28,BRG0010,PARACETAMOL,"6940,3",DUS,25,173500,IDR,BRG0010,BRND010,CUST55509,"KLINIK GM",Jakarta,TD,Klinik
IN6215_BRG0001,IN6215,2022-1-23,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,14,16366,IDR,BRG0001,BRND001,CUST55510,"APOTEK MERDEKA",Bandung,TA,Apotek
IN6107_BRG0002,IN6107,2022-1-30,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,24,56088,IDR,BRG0002,BRND002,CUST55511,"KLINIK SAHABAT",Tangerang,EPM,Klinik
IN6152_BRG0003,IN6152,2022-1-31,BRG0003,AMPICILLIN,"10690,6",DUS,10,106900,IDR,BRG0003,BRND003,CUST55512,"APOTEK SINAR JAYA",Bekasi,TD,Apotek
IN6017_BRG0004,IN6017,2022-2-1,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,23,200100,IDR,BRG0004,BRND004,CUST55513,"APOTEK SAHABAT",Padang,TA,Apotek
IN6299_BRG0005,IN6299,2022-1-27,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,12,67776,IDR,BRG0005,BRND005,CUST55514,"KLINIK DR. ANDRI",Lampung,EPM,Klinik
IN6064_BRG0006,IN6064,2022-1-28,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,10,28190,IDR,BRG0006,BRND006,CUST55515,"APOTEK TAPAK",Aceh,TD,Apotek
IN6308_BRG0007,IN6308,2022-1-23,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,67,307664,IDR,BRG0007,BRND007,CUST55516,"APOTEK MAJA",Kuningan,TD,Apotek
IN6038_BRG0008,IN6038,2022-1-30,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,98,391118,IDR,BRG0008,BRND008,CUST55517,"KLINIK GM",Jakarta,TA,Klinik
IN6130_BRG0009,IN6130,2022-1-31,BRG0009,"AMBROXOL HC","5780,7",DUS,5,28900,IDR,BRG0009,BRND009,CUST55518,"APOTEK MERDEKA",Bandung,EPM,Apotek
IN6293_BRG0010,IN6293,2022-2-1,BRG0010,PARACETAMOL,"6940,3",DUS,4,27760,IDR,BRG0010,BRND010,CUST55519,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6205_BRG0001,IN6205,2022-1-27,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,8,9352,IDR,BRG0001,BRND001,CUST55520,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
IN6325_BRG0002,IN6325,2022-1-28,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,9,21033,IDR,BRG0002,BRND002,CUST55521,"APOTEK SAHABAT",Padang,EPM,Apotek
IN6317_BRG0003,IN6317,2022-1-23,BRG0003,AMPICILLIN,"10690,6",DUS,10,106900,IDR,BRG0003,BRND003,CUST55522,"APOTEK TAPAK",Aceh,TD,Apotek
IN6025_BRG0004,IN6025,2022-1-30,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,7,60900,IDR,BRG0004,BRND004,CUST55523,"APOTEK MAJA",Kuningan,TA,Apotek
IN6203_BRG0005,IN6203,2022-1-31,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,100,564800,IDR,BRG0005,BRND005,CUST55524,"KLINIK GM",Jakarta,EPM,Klinik
IN6243_BRG0006,IN6243,2022-2-1,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,67,188873,IDR,BRG0006,BRND006,CUST55525,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6136_BRG0001,IN6136,2022-1-27,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,78,358176,IDR,BRG0001,BRND007,CUST55526,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6314_BRG0002,IN6314,2022-1-28,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,45,179595,IDR,BRG0002,BRND008,CUST55527,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
IN6202_BRG0003,IN6202,2022-1-23,BRG0003,AMPICILLIN,"5780,7",DUS,34,196520,IDR,BRG0003,BRND009,CUST55528,"APOTEK SAHABAT",Padang,EPM,Apotek
IN6279_BRG0004,IN6279,2022-1-30,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,20,138800,IDR,BRG0004,BRND010,CUST55529,"KLINIK DR. ANDRI",Lampung,TD,Klinik
IN6196_BRG0001,IN6196,2022-1-31,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,45,52605,IDR,BRG0001,BRND001,CUST55530,"APOTEK TAPAK",Aceh,TA,Apotek
IN6266_BRG0002,IN6266,2022-2-1,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,34,79458,IDR,BRG0002,BRND002,CUST55531,"APOTEK MAJA",Kuningan,EPM,Apotek
IN6058_BRG0003,IN6058,2022-1-27,BRG0003,AMPICILLIN,"10690,6",DUS,34,363460,IDR,BRG0003,BRND003,CUST55532,"KLINIK GM",Jakarta,TD,Klinik
IN6246_BRG0004,IN6246,2022-1-28,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,34,295800,IDR,BRG0004,BRND004,CUST55533,"APOTEK MERDEKA",Bandung,TA,Apotek
IN6242_BRG0005,IN6242,2022-1-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,44,248512,IDR,BRG0005,BRND005,CUST55534,"KLINIK SAHABAT",Tangerang,EPM,Klinik
IN5982_BRG0006,IN5982,2022-1-30,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,5,14095,IDR,BRG0006,BRND006,CUST55535,"APOTEK SINAR JAYA",Bekasi,TD,Apotek
IN6068_BRG0007,IN6068,2022-1-31,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,6,27552,IDR,BRG0007,BRND007,CUST55536,"APOTEK SAHABAT",Padang,TD,Apotek
IN6128_BRG0008,IN6128,2022-2-1,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,79,315289,IDR,BRG0008,BRND008,CUST55537,"APOTEK TAPAK",Aceh,TA,Apotek
IN6066_BRG0009,IN6066,2022-1-27,BRG0009,"AMBROXOL HC","5780,7",DUS,12,69360,IDR,BRG0009,BRND009,CUST55538,"APOTEK MAJA",Kuningan,EPM,Apotek
IN6303_BRG0010,IN6303,2022-1-28,BRG0010,PARACETAMOL,"6940,3",DUS,95,659300,IDR,BRG0010,BRND010,CUST55539,"KLINIK GM",Jakarta,TD,Klinik
IN6284_BRG0001,IN6284,2022-1-23,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,76,88844,IDR,BRG0001,BRND001,CUST55540,"APOTEK MERDEKA",Bandung,TA,Apotek
IN6240_BRG0002,IN6240,2022-1-30,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,48,112176,IDR,BRG0002,BRND002,CUST55541,"KLINIK SAHABAT",Tangerang,EPM,Klinik
IN6244_BRG0003,IN6244,2022-1-31,BRG0003,AMPICILLIN,"10690,6",DUS,21,224490,IDR,BRG0003,BRND003,CUST55542,"APOTEK SINAR JAYA",Bekasi,TD,Apotek
IN6060_BRG0004,IN6060,2022-2-1,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,22,191400,IDR,BRG0004,BRND004,CUST55543,"APOTEK SAHABAT",Padang,TD,Apotek
IN6254_BRG0005,IN6254,2022-2-2,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,12,67776,IDR,BRG0005,BRND005,CUST55544,"KLINIK DR. ANDRI",Lampung,TA,Klinik
IN6171_BRG0006,IN6171,2022-2-3,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,25,70475,IDR,BRG0006,BRND006,CUST55545,"APOTEK TAPAK",Aceh,EPM,Apotek
IN6002_BRG0007,IN6002,2022-2-4,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,14,64288,IDR,BRG0007,BRND007,CUST55546,"APOTEK MAJA",Kuningan,TD,Apotek
IN6261_BRG0008,IN6261,2022-2-5,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,24,95784,IDR,BRG0008,BRND008,CUST55547,"KLINIK GM",Jakarta,TA,Klinik
IN6088_BRG0009,IN6088,2022-2-6,BRG0009,"AMBROXOL HC","5780,7",DUS,10,57800,IDR,BRG0009,BRND009,CUST55548,"APOTEK MERDEKA",Bandung,EPM,Apotek
IN6181_BRG0010,IN6181,2022-2-7,BRG0010,PARACETAMOL,"6940,3",DUS,130,902200,IDR,BRG0010,BRND010,CUST55549,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6135_BRG0001,IN6135,2022-2-8,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,12,14028,IDR,BRG0001,BRND001,CUST55550,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
IN5988_BRG0002,IN5988,2022-2-9,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,10,23370,IDR,BRG0002,BRND002,CUST55551,"APOTEK SAHABAT",Padang,EPM,Apotek
IN6234_BRG0003,IN6234,2022-2-10,BRG0003,AMPICILLIN,"10690,6",DUS,67,716230,IDR,BRG0003,BRND003,CUST55552,"APOTEK TAPAK",Aceh,TD,Apotek
IN6319_BRG0004,IN6319,2022-2-11,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,98,852600,IDR,BRG0004,BRND004,CUST55553,"APOTEK MAJA",Kuningan,TD,Apotek
IN6006_BRG0005,IN6006,2022-2-12,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,5,28240,IDR,BRG0005,BRND005,CUST55554,"KLINIK GM",Jakarta,TA,Klinik
IN6147_BRG0006,IN6147,2022-2-13,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,4,11276,IDR,BRG0006,BRND006,CUST55555,"APOTEK MERDEKA",Bandung,EPM,Apotek
IN6129_BRG0001,IN6129,2022-2-14,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,8,36736,IDR,BRG0001,BRND007,CUST55556,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN5986_BRG0002,IN5986,2022-2-15,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,9,35919,IDR,BRG0002,BRND008,CUST55557,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
IN6026_BRG0003,IN6026,2022-2-16,BRG0003,AMPICILLIN,"5780,7",DUS,21,121380,IDR,BRG0003,BRND009,CUST55558,"APOTEK SAHABAT",Padang,EPM,Apotek
IN6224_BRG0004,IN6224,2022-2-17,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,22,152680,IDR,BRG0004,BRND010,CUST55559,"KLINIK DR. ANDRI",Lampung,TD,Klinik
IN6087_BRG0001,IN6087,2022-2-18,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,12,14028,IDR,BRG0001,BRND001,CUST55560,"APOTEK TAPAK",Aceh,TA,Apotek
IN6096_BRG0002,IN6096,2022-2-19,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,25,58425,IDR,BRG0002,BRND002,CUST55561,"APOTEK MAJA",Kuningan,EPM,Apotek
IN6034_BRG0003,IN6034,2022-2-20,BRG0003,AMPICILLIN,"10690,6",DUS,14,149660,IDR,BRG0003,BRND003,CUST55562,"KLINIK GM",Jakarta,TD,Klinik
IN6231_BRG0004,IN6231,2022-2-21,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,24,208800,IDR,BRG0004,BRND004,CUST55563,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6260_BRG0005,IN6260,2022-2-22,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,10,56480,IDR,BRG0005,BRND005,CUST55564,"KLINIK SAHABAT",Tangerang,TA,Klinik
IN6302_BRG0006,IN6302,2022-2-23,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,120,338280,IDR,BRG0006,BRND006,CUST55565,"APOTEK SINAR JAYA",Bekasi,EPM,Apotek
IN6061_BRG0007,IN6061,2022-2-24,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,12,55104,IDR,BRG0007,BRND007,CUST55566,"APOTEK SAHABAT",Padang,TD,Apotek
IN6011_BRG0008,IN6011,2022-2-25,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,10,39910,IDR,BRG0008,BRND008,CUST55567,"APOTEK TAPAK",Aceh,TA,Apotek
IN6275_BRG0009,IN6275,2022-2-26,BRG0009,"AMBROXOL HC","5780,7",DUS,67,387260,IDR,BRG0009,BRND009,CUST55568,"APOTEK MAJA",Kuningan,EPM,Apotek
IN6114_BRG0010,IN6114,2022-2-27,BRG0010,PARACETAMOL,"6940,3",DUS,98,680120,IDR,BRG0010,BRND010,CUST55569,"KLINIK GM",Jakarta,TD,Klinik
IN6041_BRG0001,IN6041,2022-2-28,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,5,5845,IDR,BRG0001,BRND001,CUST55570,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6069_BRG0002,IN6069,2022-3-1,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,4,9348,IDR,BRG0002,BRND002,CUST55571,"KLINIK SAHABAT",Tangerang,TA,Klinik
IN6239_BRG0003,IN6239,2022-3-2,BRG0003,AMPICILLIN,"10690,6",DUS,8,85520,IDR,BRG0003,BRND003,CUST55572,"APOTEK SINAR JAYA",Bekasi,EPM,Apotek
IN6137_BRG0004,IN6137,2022-3-3,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,9,78300,IDR,BRG0004,BRND004,CUST55573,"APOTEK SAHABAT",Padang,TD,Apotek
IN6189_BRG0005,IN6189,2022-3-4,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,1,5648,IDR,BRG0005,BRND005,CUST55574,"KLINIK DR. ANDRI",Lampung,TA,Klinik
IN6229_BRG0006,IN6229,2022-3-5,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,5,14095,IDR,BRG0006,BRND006,CUST55575,"APOTEK TAPAK",Aceh,EPM,Apotek
IN6110_BRG0007,IN6110,2022-3-6,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,9,41328,IDR,BRG0007,BRND007,CUST55576,"APOTEK MAJA",Kuningan,TD,Apotek
IN6182_BRG0008,IN6182,2022-3-7,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,13,51883,IDR,BRG0008,BRND008,CUST55577,"KLINIK GM",Jakarta,TA,Klinik
IN6164_BRG0009,IN6164,2022-3-8,BRG0009,"AMBROXOL HC","5780,7",DUS,1,5780,IDR,BRG0009,BRND009,CUST55578,"APOTEK MERDEKA",Bandung,EPM,Apotek
IN6016_BRG0010,IN6016,2022-3-9,BRG0010,PARACETAMOL,"6940,3",DUS,5,34700,IDR,BRG0010,BRND010,CUST55579,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6043_BRG0001,IN6043,2022-3-10,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,9,10521,IDR,BRG0001,BRND001,CUST55580,"APOTEK SINAR JAYA",Bekasi,TD,Apotek
IN6020_BRG0002,IN6020,2022-3-11,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,1,2337,IDR,BRG0002,BRND002,CUST55581,"APOTEK SAHABAT",Padang,TA,Apotek
IN6206_BRG0003,IN6206,2022-3-12,BRG0003,AMPICILLIN,"10690,6",DUS,23,245870,IDR,BRG0003,BRND003,CUST55582,"APOTEK TAPAK",Aceh,EPM,Apotek
IN6055_BRG0004,IN6055,2022-3-13,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,4,34800,IDR,BRG0004,BRND004,CUST55583,"APOTEK MAJA",Kuningan,TD,Apotek
IN6092_BRG0005,IN6092,2022-3-14,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,2,11296,IDR,BRG0005,BRND005,CUST55584,"KLINIK GM",Jakarta,TA,Klinik
IN6177_BRG0006,IN6177,2022-3-15,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,17,47923,IDR,BRG0006,BRND006,CUST55585,"APOTEK MERDEKA",Bandung,EPM,Apotek
IN6209_BRG0001,IN6209,2022-3-16,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,11,50512,IDR,BRG0001,BRND007,CUST55586,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6250_BRG0002,IN6250,2022-3-17,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,12,47892,IDR,BRG0002,BRND008,CUST55587,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
IN6193_BRG0003,IN6193,2022-3-18,BRG0003,AMPICILLIN,"5780,7",DUS,12,69360,IDR,BRG0003,BRND009,CUST55588,"APOTEK SAHABAT",Padang,EPM,Apotek
IN6081_BRG0004,IN6081,2022-3-19,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,25,173500,IDR,BRG0004,BRND010,CUST55589,"KLINIK DR. ANDRI",Lampung,TD,Klinik
IN6149_BRG0001,IN6149,2022-3-20,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,14,16366,IDR,BRG0001,BRND001,CUST55590,"APOTEK TAPAK",Aceh,TD,Apotek
IN6014_BRG0002,IN6014,2022-3-21,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,34,79458,IDR,BRG0002,BRND002,CUST55591,"APOTEK MAJA",Kuningan,TA,Apotek
IN6290_BRG0003,IN6290,2022-3-22,BRG0003,AMPICILLIN,"10690,6",DUS,67,716230,IDR,BRG0003,BRND003,CUST55592,"KLINIK GM",Jakarta,EPM,Klinik
IN6051_BRG0004,IN6051,2022-3-23,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,15,130500,IDR,BRG0004,BRND004,CUST55593,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6076_BRG0005,IN6076,2022-3-24,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,12,67776,IDR,BRG0005,BRND005,CUST55594,"KLINIK SAHABAT",Tangerang,TA,Klinik
IN6140_BRG0006,IN6140,2022-3-25,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,25,70475,IDR,BRG0006,BRND006,CUST55595,"APOTEK SINAR JAYA",Bekasi,EPM,Apotek
IN6080_BRG0007,IN6080,2022-3-26,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,14,64288,IDR,BRG0007,BRND007,CUST55596,"APOTEK SAHABAT",Padang,TD,Apotek
IN6153_BRG0008,IN6153,2022-3-27,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,18,71838,IDR,BRG0008,BRND008,CUST55597,"APOTEK TAPAK",Aceh,TD,Apotek
IN5979_BRG0009,IN5979,2022-3-28,BRG0009,"AMBROXOL HC","5780,7",DUS,18,104040,IDR,BRG0009,BRND009,CUST55598,"APOTEK MAJA",Kuningan,TA,Apotek
IN6098_BRG0010,IN6098,2022-3-29,BRG0010,PARACETAMOL,"6940,3",DUS,19,131860,IDR,BRG0010,BRND010,CUST55599,"KLINIK GM",Jakarta,EPM,Klinik
IN6078_BRG0001,IN6078,2022-3-30,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,12,14028,IDR,BRG0001,BRND001,CUST55600,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6085_BRG0002,IN6085,2022-3-31,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,25,58425,IDR,BRG0002,BRND002,CUST55601,"KLINIK SAHABAT",Tangerang,TA,Klinik
IN6018_BRG0003,IN6018,2022-4-1,BRG0003,AMPICILLIN,"10690,6",DUS,14,149660,IDR,BRG0003,BRND003,CUST55602,"APOTEK SINAR JAYA",Bekasi,EPM,Apotek
IN6001_BRG0004,IN6001,2022-4-2,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,21,182700,IDR,BRG0004,BRND004,CUST55603,"APOTEK SAHABAT",Padang,TD,Apotek
IN6271_BRG0005,IN6271,2022-4-3,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,22,124256,IDR,BRG0005,BRND005,CUST55604,"KLINIK DR. ANDRI",Lampung,TA,Klinik
IN6207_BRG0006,IN6207,2022-4-4,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,12,33828,IDR,BRG0006,BRND006,CUST55605,"APOTEK TAPAK",Aceh,EPM,Apotek
IN6187_BRG0007,IN6187,2022-4-5,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,25,114800,IDR,BRG0007,BRND007,CUST55606,"APOTEK MAJA",Kuningan,TD,Apotek
IN5995_BRG0008,IN5995,2022-4-6,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,14,55874,IDR,BRG0008,BRND008,CUST55607,"KLINIK GM",Jakarta,TD,Klinik
IN6156_BRG0009,IN6156,2022-4-7,BRG0009,"AMBROXOL HC","5780,7",DUS,24,138720,IDR,BRG0009,BRND009,CUST55608,"APOTEK MERDEKA",Bandung,TA,Apotek
IN6232_BRG0010,IN6232,2022-4-8,BRG0010,PARACETAMOL,"6940,3",DUS,10,69400,IDR,BRG0010,BRND010,CUST55609,"KLINIK SAHABAT",Tangerang,EPM,Klinik
IN5998_BRG0001,IN5998,2022-4-9,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,23,26887,IDR,BRG0001,BRND001,CUST55610,"APOTEK SINAR JAYA",Bekasi,TD,Apotek
IN6227_BRG0002,IN6227,2022-4-10,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,12,28044,IDR,BRG0002,BRND002,CUST55611,"APOTEK SAHABAT",Padang,TA,Apotek
IN6027_BRG0003,IN6027,2022-4-11,BRG0003,AMPICILLIN,"10690,6",DUS,10,106900,IDR,BRG0003,BRND003,CUST55612,"APOTEK TAPAK",Aceh,EPM,Apotek
IN6157_BRG0004,IN6157,2022-4-12,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,67,582900,IDR,BRG0004,BRND004,CUST55613,"APOTEK MAJA",Kuningan,TD,Apotek
IN6180_BRG0005,IN6180,2022-4-13,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,98,553504,IDR,BRG0005,BRND005,CUST55614,"KLINIK GM",Jakarta,TA,Klinik
IN6257_BRG0006,IN6257,2022-4-14,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,5,14095,IDR,BRG0006,BRND006,CUST55615,"APOTEK MERDEKA",Bandung,EPM,Apotek
IN6031_BRG0001,IN6031,2022-4-15,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,4,18368,IDR,BRG0001,BRND007,CUST55616,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6082_BRG0002,IN6082,2022-4-16,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,8,31928,IDR,BRG0002,BRND008,CUST55617,"APOTEK SINAR JAYA",Bekasi,TD,Apotek
IN6174_BRG0003,IN6174,2022-4-17,BRG0003,AMPICILLIN,"5780,7",DUS,9,52020,IDR,BRG0003,BRND009,CUST55618,"APOTEK SAHABAT",Padang,TA,Apotek
IN6237_BRG0004,IN6237,2022-4-18,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,10,69400,IDR,BRG0004,BRND010,CUST55619,"KLINIK DR. ANDRI",Lampung,EPM,Klinik
IN6021_BRG0001,IN6021,2022-4-19,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,7,8183,IDR,BRG0001,BRND001,CUST55620,"APOTEK TAPAK",Aceh,TD,Apotek
IN6056_BRG0002,IN6056,2022-4-20,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,100,233700,IDR,BRG0002,BRND002,CUST55621,"APOTEK MAJA",Kuningan,TA,Apotek
IN5983_BRG0003,IN5983,2022-4-21,BRG0003,AMPICILLIN,"10690,6",DUS,67,716230,IDR,BRG0003,BRND003,CUST55622,"KLINIK GM",Jakarta,EPM,Klinik
IN6139_BRG0004,IN6139,2022-4-22,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,78,678600,IDR,BRG0004,BRND004,CUST55623,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6126_BRG0005,IN6126,2022-4-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,45,254160,IDR,BRG0005,BRND005,CUST55624,"KLINIK SAHABAT",Tangerang,TD,Klinik
IN6127_BRG0006,IN6127,2022-4-24,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,34,95846,IDR,BRG0006,BRND006,CUST55625,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
IN6035_BRG0007,IN6035,2022-4-25,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,20,91840,IDR,BRG0007,BRND007,CUST55626,"APOTEK SAHABAT",Padang,EPM,Apotek
IN6309_BRG0008,IN6309,2022-4-26,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,45,179595,IDR,BRG0008,BRND008,CUST55627,"APOTEK TAPAK",Aceh,TD,Apotek
IN6073_BRG0009,IN6073,2022-4-27,BRG0009,"AMBROXOL HC","5780,7",DUS,34,196520,IDR,BRG0009,BRND009,CUST55628,"APOTEK MAJA",Kuningan,TA,Apotek
IN6277_BRG0010,IN6277,2022-4-28,BRG0010,PARACETAMOL,"6940,3",DUS,34,235960,IDR,BRG0010,BRND010,CUST55629,"KLINIK GM",Jakarta,EPM,Klinik
IN6197_BRG0001,IN6197,2022-4-29,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,34,39746,IDR,BRG0001,BRND001,CUST55630,"APOTEK MERDEKA",Bandung,TD,Apotek
IN6225_BRG0002,IN6225,2022-4-30,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,44,102828,IDR,BRG0002,BRND002,CUST55631,"KLINIK SAHABAT",Tangerang,TA,Klinik
IN5999_BRG0003,IN5999,2022-5-1,BRG0003,AMPICILLIN,"10690,6",DUS,5,53450,IDR,BRG0003,BRND003,CUST55632,"APOTEK SINAR JAYA",Bekasi,EPM,Apotek
IN6223_BRG0004,IN6223,2022-5-2,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,6,52200,IDR,BRG0004,BRND004,CUST55633,"APOTEK SAHABAT",Padang,TD,Apotek
IN6273_BRG0005,IN6273,2022-5-3,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,79,446192,IDR,BRG0005,BRND005,CUST55634,"KLINIK DR. ANDRI",Lampung,TD,Klinik
IN6047_BRG0006,IN6047,2022-4-26,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,12,33828,IDR,BRG0006,BRND006,CUST55635,"APOTEK TAPAK",Aceh,TA,Apotek
IN6071_BRG0007,IN6071,2022-4-27,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,95,436240,IDR,BRG0007,BRND007,CUST55636,"APOTEK MAJA",Kuningan,EPM,Apotek
